"business_id","text","stars"
"2e2e7WgqU1BnpxmQL5jbfw","Did anyone get sick after eating here?",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Don't get discouraged by the line. It moves pretty fast!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","the holiday",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Full montagu!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Line always moves super fast!:)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","They got the best tuna melt sandwich!!!!!! At least once a week!!!!!!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Ordered the Caribbean Jerk Chicken and Chipotle Chicken Avocado- pass on the former, try the latter.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Phone in your order and skip the line",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Long line but fast moving... Lets see what the hypes about?",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Oh yes",4.5
"2e2e7WgqU1BnpxmQL5jbfw","They can do custom veggie sandwiches, but you might blow the counter-person's mind.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great place for a light breakfast or lunch.  Maybe even for a snack before a buffet. Whatever the reason to eat its a must stop eatery.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Get the Full Montague!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Cheap, fast, delicious. This place is completely misplaced on the Strip!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Probably one of the few reasonably priced joints in the strip.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The bread and toasty yet soft. One of the best warm sandwich.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great place for a quick bite",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Try the peanut butter brownie!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Heck yeah!!  Be jelly all, be jelly",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Open 24/7!! Must come",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Full montague and chipotle chicken are delicious",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle and chicken noodle soup, 5 stars",4.5
"2e2e7WgqU1BnpxmQL5jbfw","2012 Las Vegas Entertainment Book has two coupons for buy one sandwich and a drink get one sandwich free",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Located inside Planet Hollywood. Dinner time- Full Montagu with added mayo.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","always hits the spot!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","tuna melt was the best of the three we tried",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Time for some tuna melt! Yum!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Anxious to see what all the hypes about...",4.5
"2e2e7WgqU1BnpxmQL5jbfw","A must eveytime in Vegas!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","By far the BEST tuna melt I've ever had!!!! Long lines and waits for tables but worth the hassle. The bf gets a turkey something and says its also to die for!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","2/26/13. Prices increased. Some sandwiches $5.99 and others are $6.49.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Try the tomato soup! And don't miss the cookies!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The original for breakfast!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Turkey sandwich so good!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle Chicken Sandwich could use more chipotle. Bun is good, toasted and hot.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The full montegue and the Caribbean jerk chicken sandwiches! Yum.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great place to get a fast meal on the go...I love the roast beef sandwhich",4.5
"2e2e7WgqU1BnpxmQL5jbfw","THE late night Vegas spot. You must try the Cran-Turkey Holiday Sandwhich if it's available",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Yumm. Chipotle chicken avocado :)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Bacon N Egg breakfast sandwich",4.5
"2e2e7WgqU1BnpxmQL5jbfw","It's open late and the chipotle chicken is amazing! !",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Breakfast BLT",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Anything here is awesome!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna Melt is the best!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Saturday lunch = long lines!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Don't come hungry.  25 MIN wait.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Club is the best.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Love love love that they are 24 hours :)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken sandwich w boo",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Italian sandwich is a good choice",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Montagu is bomb",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Roast beef sandwich rocks!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Had a Earl's Club $6.50 + $1 for avacado liked it! Did not like the flat look of the bread. But it was crunchy on the out side and had that important chewy softness on the inside. The bread was a small bit of a surprise. Had the Chicken Tortila soup , was a little spicy and salty but I liked it.  Deserves the 4 star sandwitch rates.  But great I am not so sure.   imho. Carnage Deli is great. Going for the first time to the LV loc tomorrow.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Crappy sand which, crappy service",4.5
"2e2e7WgqU1BnpxmQL5jbfw","One of the very few good, inexpensive places to eat on the strip! Good bread. Also open 24 hrs.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Cheap, convenient, and delicious! I suggest the Caribbean jerk chicken sandwich.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Giving this place a second chance. The first time my sandwhich was made wrong",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Carribean Jerk Chicken and Chipotle Chicken Avocado!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Hawaiian!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I can't wait to eat",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Hawaiian BBQ sandwich is my favorite!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle Chicken Avocado. Mmm",4.5
"2e2e7WgqU1BnpxmQL5jbfw","You'll have plenty of time to decide what to order while standing in the long line",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Solid sandwich",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Drunk food",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Breakfast",4.5
"2e2e7WgqU1BnpxmQL5jbfw","And lunch",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna and club yum",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Lunch here means queuing for a good bit of time before even ordering your sandwich. - E",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken and tuna melt are the best!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Sandwich time!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Original!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Sandwich time!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Seven stars members get to cut the line! :)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Eating drunk",4.5
"2e2e7WgqU1BnpxmQL5jbfw","They have Pepsi products here.  Open 24 hrs.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I love this place 24hrs and the food is good. Good prices especially for vegas!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Okay place for a quick bite",4.5
"2e2e7WgqU1BnpxmQL5jbfw","F",4.5
"2e2e7WgqU1BnpxmQL5jbfw","If you don't have 25 minutes to wait in line go somewhere else haha",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I'm in love with the earl's club,  which is their ""original""/the popular choice. I was truly impressed, especially with the bread which is what I think makes it so tasty!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","A must every Vegas visit! Tuna Melt, Meatball, and Hawaiian BBQ are my favorites.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna melt",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Turkey cranberry is not just seasonal!!!!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","OMG!!! Hot & Fresh.....Late nite Vegas food!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","rip hsiung",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Line moves fast! Don't be deceive.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","First time",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Open 24/7",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Turkey club and cranberry sammich",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Cold beer hot girls and Labor Day weekend yes",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Awesome turkey chilli and sandwiches!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Believe the hype! Amazing sandwiches!!! The lines are long but goes very quickly. Located at PH.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tasty but not enough ""stuffing"". Personally, a bit overrated. SF has better.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Sill good taste, but prices up. Used to be $5.99 for everything; now $6.49-$6.99",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Don't get discouraged by the long lines... It moves fast!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","So good for soaking up all the alcohol from the night before ;)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Place looks great. Wait the 10 minutes to order for sure!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The frozen lemonade tastes exactly like sour mix!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Breakfast, Lunch, and Dinner. What?!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Holiday turkey sandwich all year long! Thank you Earls!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Amazing. Best sandwhich place you will ever go.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","This establishment is as advertised!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","They're ALL good!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Cannonballs sandwich is outstanding!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Can't go wrong with any of the hot sandwich but if its your first time, go with the Montaug then work yourself to other items.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Inexpensive and delicious! A must in Vegas!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Zero wait at 7:45pm on Friday night!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Holiday turkey! With stuffing and cranberry",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Soda Bomb",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I suggest teaming up with a friend in tackling sandwiches. You order one sandwich and your friend orders a different one. The sandwiches are already split in half when you receive them. This way you can have the best of both worlds ;)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Yum!!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","5 stars says it all. Go get one",4.5
"2e2e7WgqU1BnpxmQL5jbfw","holiday turkey. chipotle chicken and full montagu !!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Hawaiian BBQ sandwich is worth try. Also tomato soup is good.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Like an upscale quiznos but same price",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Otimo sanduiche. Preco excelente!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Otimos sanduiches! Melhor que os dos cassinos ou ate mesmo hard rock. Preco excelente",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I",4.5
"2e2e7WgqU1BnpxmQL5jbfw","love this place",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Long lines but worth the wait! Try the hot signature sandwiches. 2 of my favorites: ""Caribbean Jerk Chicken"" and the ""Chipotle Chicken Avocado.""",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Always seems to have a huge line but it moves pretty quickly. Don't be discouraged.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Good food, fast line, good for the price",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Just awesome:) totally worthy of the name! Service is great too!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Oh Earl's...you make my tummy happy!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken avocado sandwich = best $7 I ever spent",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The chipoltle chicken w/avocado wss great.  The tomato bisque was so creamy and very godd -  came with croutons in the soup that were not soggy. The berry almond salad was just ok, as expected nothing special.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Drunkinglydelicious!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The chicken noodle soup is bland and the jerk chicken sandwich is mediocre.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Best sandwiches, hands down.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Cheapest quick lunch of decent quality on the strip.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Loveee the chipotle chicken avocado sandwich!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","love the Caribbean jerk chicken",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Hubgryyyyyyyy",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Be patient. The line moves quickly.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","New Philly cheesesteak sandwich !! So good, def. a must try since it's limited !",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Absolutely looove the chipotle chicken!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Cheap! Open 24 hours! Inside Planet Hollywood! Tuna melt!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great soups, sandwiches @ an excellent price.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Thee best all sandwich in all of zee world",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Decent sandwich with a decent price.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Turkey chili is very good",4.5
"2e2e7WgqU1BnpxmQL5jbfw","This place is ok, not great...nothing special. If you are in the area and need a quick bite then go else don't go out of your way to go here",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Reasonable lunch spot to stop at while exploring the strip",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Line moves fast!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna Sandwich is the best!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Very good hot sandwich spot. It's all about their artisan bread.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna Sandwich , Thai Chicken and earls sandwich...",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Too far from my house!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I eat here at least 3 times a day yeahhh baby!!!!!!!!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","It's right across from the sports book.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Original",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Just ok food.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great bang for buck!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Caution: This environment can cause aneurysms",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Very nice place and more is that they are open 24/7. Sandwich was great, cookies are a plus and they also have soup as well. The staff is super friendly and smiling all the time.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Popular sandwich place",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Full Montagu..",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Consistently great! We love this place.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Holiday Turkey: Thanksgiving in a sandwich",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Tuna melt!! Oh and if you're in the mood for Thanksgiving food, Holiday Turkey is available during any season!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Open 24 hours yes!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Expect a long line.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Show your AAA card, get 15% off!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken ftw!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I couldn't decide between the Chicken Chipotle Avocado or the Holiday Turkey (both had great reviews on here). The gal that took my order said go for the Chipotle & I was not disappointed! Excellent! My companions had the Caprise & the Tuna Melt & were also pleased. Was a bit of a line, but it does go quickly. Worth it! Great prices too when you're tired of paying $30-40 for a regular meal that should be $15. They also have wraps & salads (oh, the cookies were good too!)",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The chipotle chicken avocado sandwich and tomato soup were delicious and well worth it, especially by Vegas standards.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Best $7.02 you can spend on the strip!!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","No matter what, you must come here!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Delicious sandwich. Fast service. Consistently well done.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","2 years later, same price, smaller portions",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Brownie with cream isn't that great. Size of the sandwich is comparable to a 6 inch subway club.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Caprese sandwich is good! Chunky mozzarella, basil, and balsamic glaze all in between toasted buns. Goes really well with the creamy tomato soup and freshly fried croutons.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great food.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Save your coffee cup for free refills throughout the day. Coffee ain't that good, however.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Amazing sammies - alll under 7$ on the strip!!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Holiday turkey is the best",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Good for a quick snack. The sandwiches are very tasty.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","One of my favorite parts of Vegas. Great sandwiches.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Most bang for the buck in the entire Casino... Great food, morning or evening!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Long line but it moves fast.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken avocado!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","The Full Montagu! Roast beef, turkey, cheese then toasted so its nice and warm.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Late night eats",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Fresh salad selection too.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","No worries. Line moves quickly.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","April- you need to learn to freaking smile and some eye contact! Your customer service is terrible! Completely rude! Don't like your job? If you're fuckn' miserable then find another one! RUDE.


Update: wow! Even the manager  was hella rude!",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Chipotle chicken avocado. Small portions, one sandwich never fills me up. Do NOT come during the middle of the night. Their portions become even smaller.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I was expecting too much, don't expect too much or you will be disappointed.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I love this place great sandwiches.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Dip the sandwich in the tomato bisque soup. Do it.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","amazing!!! better than anything. anything.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Still the place for hot and cold sandwiches in LV.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","best sandwich of my life",4.5
"2e2e7WgqU1BnpxmQL5jbfw","I'm over it.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Great 24hr place for some delicious hot sandwiches.",4.5
"2e2e7WgqU1BnpxmQL5jbfw","Awesomely cheap and toasty",4.5
"Htwla8cEt8Lec_yJBmwlZg","Green eggs and ham! I also LOVE the chai latte here! Fantabulous!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Chai latte is the best in town",4.5
"Htwla8cEt8Lec_yJBmwlZg","Even the chai tastes great with ice!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Waffles!",4.5
"Htwla8cEt8Lec_yJBmwlZg","waffle wednesday! $1 off! call ahead if ur pressed for time(living off-campus has its downs)..",4.5
"Htwla8cEt8Lec_yJBmwlZg","Mmm chocolate croissant",4.5
"Htwla8cEt8Lec_yJBmwlZg","Salted caramel latte is Amazing",4.5
"Htwla8cEt8Lec_yJBmwlZg","Get the waffles here. They are delicious!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Green eggs and ham
Chai!! 
Hot cider",4.5
"Htwla8cEt8Lec_yJBmwlZg","In love with bumblefruit herbal iced tea this summer - needs no sugar!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Chicken focaccia is my new favorite sandwich here. A dream on a plate!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Outdoor patio!",4.5
"Htwla8cEt8Lec_yJBmwlZg","I seriously love Indie. The waffles are delicious, the coffee is fantastic, and the vibe is cool, comfortable and always interesting!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Try their mochas!! Wisconsin milk, local coffee, fresh whipped cream, and GHIRARDELLI CHOCOLATE!!",4.5
"Htwla8cEt8Lec_yJBmwlZg","Rocking out to the The Who at Indie Coffee",4.5
"Htwla8cEt8Lec_yJBmwlZg","Their patio is open! And it's at the back of the coffee shop so away from the street yay.",4.5
"Htwla8cEt8Lec_yJBmwlZg","Now that it's warm again, have lunch on the patio. Drink something iced--they make the iced drinks the right way.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Sake sampler is great.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Do not tell the waitress you are sharing. They will charge $6 for every extra person sharing a meal",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Shabu on a cold winter night =]",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Lunch special!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","This lady is animo! She works all by herself!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Shabu shabu and sukiyaki. Yumm. The tofu noodle is the best in sukiyaki",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","This restaurant is fabulous! Probably our all time favorite.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Very tasty and excellent service.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Best shabu sukiyaki place. Tofu noodle is the best",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Split pots to keep vegetarians and meat eaters happy!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Monday Madness!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","The best shabu shabu place is LV! Hands down!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Yay for tasty low carb food !",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Half and half pots! Shabu Shabu and sukiyaki... At the same time!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","My fav shabu shabu place in town!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Starving for some warm soup.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Oysters!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Love new menu item "" oysters on shells"". So fresh n yummy!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Best Shabu Shabu in Las Vegas. No joke.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Shabu in vegas",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Mum mum time!!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Lunch Special: M-F/12pm-3pm(choice of a free soft drink or a beer)",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Shabu Shabu with beef, shrimp & scallop!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Place is so bomb.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Pony up for the Wagyu beef.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Monday Night Madness: 15% off of any entrée, 20% off of any Kobe dinner, 30% off of all sake, wine & beer !!!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Again.  Always.  :)",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Pinot Gris to start.  Edamame.  Hot genmai tea.   Beef and pork shabu shabu.   Chili powder, garlic, salt and pepper brought out with.  1/2 an order of cabbage extra, more Pinot Gris.   Finally a bowl and spoon to drink the broth.   Junko knows what's up!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Unlimited veggies and tofu!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","After going to a few shabu-shabu places... This place is the best in Vegas!  Well deserving of their ""Best of Las Vegas"" award.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Hopefully this clears up the clogged up snot in my nose.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Back again! Twice in one week. Best shabu shabu restaurant in Vegas!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Sukiyaki this time",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Closed on Thanksgiving Day.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Came here for my bday huge dissapoint everything taste so plain and everything dip in plain water ewwww cuz everyone rating 5 star i thought i gave a try   the sauce were ok....cost 78 very pricey never again save your money n go korean bbq ....:-(",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Lunch special 12-3 pm weekdays",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Owned by an adorable couple. I am really rooting for them! Real tasty food. Love the peanut dipping sauce!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Come here on a Monday night for all these crazy specials. Great specials!

...NOW YOU KNOW",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Celebrating kids home and doing honor band",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Meat and three?? How about meat and TEN????",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","My first time here. The waitress was super helpful, since Ive never had this type of food before. Dont be afraid to ask questions.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","If your looking for healthy, fresh food and a different experience then this the place for you. Go for the lunch specials quiet, good service, and nice ambience.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Cheers! Only Benton Lane wine sold here (Pinot Gris/Grigio) & plum wine as well",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Please come here and ask for Junko! She knows exactly what to order, everything is so delicious!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Just awesome, clean food. Light and healthy but scrumptious...ask for genmai tea iced..",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Get the shrimp and the Kobe beef",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","The sukiyaki is very good! It's very small and quaint. Great lunch specials! The quality of the meat and veggies are very fresh!! Clean delicious eating!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","I'd rather cook my next meal in bath water. This place is horrible. The service is bad. Waitress doesn't speak English and is insanely rude. I'm Italian and can cook better than anyone in this pathetic restaurant, yet this nasty woman insisted on repeating how to use their stupid shabu pots. The ""broth"" tasted terrible. Never again.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","This place is great! Nice small dining room,  very friendly service!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","To those dummies complaining that the waitress/co-owner doesn't ""speak English"": I've been coming here three years. She speaks perfect English. Maybe you should.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Food is great!",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Read up on Shabu if you aren't familiar with it. It helps to have an idea.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Always a favorite of mine.  Delicious food.  Great Service.",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Splitting Shabu Shabu and Sukiyaki",4.5
"rUiT2SJCEEK1YEdxzjQ7Xw","Restaurant itself is actually quite small and it's a really intimate environment.  I like it",4.5
