"","Alcohol","Attire","BYOB","BYOB_corkage","Corkage","Delivery","Dietary","Dogs","Drivethru","attributes_Good.For","Dancing","Groups","Happy_hour","TV","Music","Noise","Outdoor","Parking","Payments","Price","Smoking","Takeout","Reservations","Waiters","Wheelchairs","Wifi","business_id","categories","city","latitude","longitude","name","neighborhoods","open","review_count","stars","state","Accepts_CC","Romantic","Intimate","Touristy","Hipster","Divey","Classy","Trendy","Upscale","Casual"
"10435","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,NA,"free","Gu0L9ZxxCQkQbRvRes2MYw","Food,Coffee & Tea,American (Traditional),Diners,Restaurants","Las Vegas",36.100712,-115.209358,"Denny's","",TRUE,31,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10462","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","Clz5M4GWy4t45vgZhz3Y1A","American (Traditional),Diners,Restaurants","Las Vegas",36.1680146,-115.2059198,"Lou's Diner","Westside",TRUE,28,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10521","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","SX2jlXA28czDXQBxQ2I0nA","Food,Delis,Bagels,Restaurants","Las Vegas",36.1214158072,-115.144945065,"Harrie's Bagelmania","Eastside",TRUE,117,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10532","none","casual",NA,"yes_free",FALSE,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,NA,TRUE,NA,"h0Bgl8mTLQCWakpjCRH1fA","Burgers,Fast Food,Restaurants","Las Vegas",36.1301119,-115.137318,"Carl's Jr Restaurants","Eastside",TRUE,6,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10683","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,NA,"no","oKWSszuFjEgpD-DE-FMHuw","Diners,Restaurants","Las Vegas",36.133815,-115.137626,"Denny's","Eastside",TRUE,15,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10766","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"free","76t_NE9GQthoryLZgDyxGg","American (New),Restaurants","Las Vegas",36.1231538,-115.1730752,"Caribe Café","The Strip",FALSE,22,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10806","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,FALSE,TRUE,TRUE,NA,"paid","bQXzuRIQNKGxe0Py-CLDYA","Hotels & Travel,Hotels,Event Planning & Services,Restaurants","Las Vegas",36.1152568,-115.1655364,"The Westin Las Vegas Hotel, Casino & Spa","Eastside",TRUE,336,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10878","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': True}",NA,TRUE,NA,FALSE,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,TRUE,TRUE,NA,"bLPULh7E6dOeWh5LisgE_g","American (Traditional),Diners,Restaurants","Las Vegas",36.1909791,-115.0622702,"Country Cafe","Sunrise",FALSE,8,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10939","full_bar","casual",NA,NA,NA,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': True}",FALSE,TRUE,TRUE,TRUE,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"yes",TRUE,TRUE,TRUE,TRUE,"free","6P3SsceAMT39CBlo0upqHQ","Bars,American (New),Nightlife,Restaurants","Las Vegas",36.144462,-115.268061,"Mad Matty's Bar & Grille","Westside",TRUE,20,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10964","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,FALSE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"no","H7EdgWJrR_nBJGRDWP2FGA","Fast Food,Mexican,Restaurants","Las Vegas",36.1586571,-115.2627935,"Roberto's Taco Shop","Westside",TRUE,13,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10966","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","wH8J9TI8ReocYZ3N2W04bw","Bakeries,Food,American (New),Restaurants","Las Vegas",36.1437557,-115.2700332,"Marie Callenders Restaurant & Bakery","Westside",TRUE,42,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10967","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","fphcaoXU9ywS5t3zEqYyvA","Breakfast & Brunch,American (Traditional),Restaurants","Las Vegas",36.1576804,-115.2918681,"Mimi's Cafe","Westside",TRUE,79,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"10970","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","73kQzVMMVDxmR11VkjprUA","Breakfast & Brunch,Restaurants","Las Vegas",36.1444204,-115.3008423,"IHOP","Westside,The Lakes",TRUE,18,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11015","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",FALSE,TRUE,NA,TRUE,"{u'dj': False, u'live': True, u'video': False, u'jukebox': False}","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"yes",TRUE,TRUE,TRUE,TRUE,NA,"VGEDKb2awdcfZFy1AR5yQg","Bars,American (Traditional),Nightlife,Lounges,Restaurants","Las Vegas",36.1439982,-115.2792419,"Charlies  Lakeside Restaurant & Lounge","Westside,The Lakes",TRUE,9,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11085","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,FALSE,"no","abN3TI-6TkzvdjeOCjXawQ","Burgers,Fast Food,Restaurants","Las Vegas",36.0578552,-115.1234868,"Sonic Drive-In","Southeast",TRUE,25,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11126","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","aLWvaNTOUr1wdOizitoOuA","Diners,Restaurants","Las Vegas",36.114031,-115.132803,"Blueberry Hill Family Restaurant","Eastside,University",TRUE,166,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11146","none","casual",FALSE,"yes_free",FALSE,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","DdvIUeFlPnDSUKEyy10hUw","Fast Food,Restaurants","Las Vegas",36.1148821,-115.1467108,"Jack In The Box","Eastside,University",TRUE,13,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"11187","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,NA,NA,"1xZbo0U7inuNHjx1bElwdg","Breakfast & Brunch,American (Traditional),Restaurants","Las Vegas",36.1205398836,-115.137082512,"IHOP","Eastside",TRUE,27,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11287","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","8RCXoyRDdc96G2mUDkBLRA","American (Traditional),Restaurants","Las Vegas",36.100444,-115.10385,"International House of Pancakes","Eastside,Southeast",TRUE,22,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11290","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","X453V4J1EayCam-DU9d4LQ","Breakfast & Brunch,Diners,Restaurants","Las Vegas",36.1153938621,-115.092335567,"Blueberry Hill Family Restaurant","Eastside",TRUE,164,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11301","full_bar","casual",NA,NA,NA,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",FALSE,TRUE,TRUE,TRUE,"{u'dj': False, u'background_music': False, u'jukebox': True, u'live': False, u'video': False, u'karaoke': False}","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"yes",TRUE,FALSE,TRUE,TRUE,NA,"7RvQ30oHHT2W5UU_jO5Wmw","Bars,American (Traditional),Nightlife,Restaurants","Las Vegas",36.1143211,-115.0918871,"Blue Ox East Restaurant & Lounge","Eastside",TRUE,15,4.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11404","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,FALSE,"","loud",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","QNAH_yX7VZj-dQRwDKxsrQ","Bakeries,Food,Restaurants,Sandwiches,Desserts","Las Vegas",36.100745,-115.103546,"Great Buns Bakery","Eastside",TRUE,64,4.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11432","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","bUEcGqSBzcoofYo4RSr-AA","American (Traditional),Restaurants","Las Vegas",36.034012,-115.171268,"Geebee's Bar & Grill","Southeast",FALSE,33,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11445","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","very_loud",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"no","6gjfXqaxZgv0C2aHyl4yuQ","Burgers,Fast Food,Restaurants","Las Vegas",36.0565722,-115.1723816,"McDonald's","Southeast",TRUE,12,2.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11462","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': True}",FALSE,TRUE,TRUE,TRUE,"{u'dj': False}","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,"yes",TRUE,FALSE,TRUE,TRUE,"no","qt1L3A6TpSw_36uFsugUew","Bars,American (Traditional),Nightlife,Restaurants","Las Vegas",36.0176758,-115.1188775,"T-Bird Lounge & Restaurant","Southeast",TRUE,44,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11475","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","-ci3EPcE8XFOMtp1m-SZdQ","American (Traditional),Restaurants","Las Vegas",36.005843,-115.138937,"Goldfinger's Bar & Grill","Southeast",TRUE,15,3.5,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11562","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,NA,"no","pzF-KpQF8nRMyTUNu5jp2g","Diners,Restaurants","Las Vegas",36.0197781,-115.1183069,"Denny's Restaurant","Southeast",TRUE,23,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11577","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","-ffo-JFhFj2kR6kZL4qYhg","Breakfast & Brunch,American (Traditional),Restaurants","Las Vegas",36.2191781,-115.2624712,"The Cracked Egg","Northwest",TRUE,132,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11582","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': True}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,FALSE,TRUE,TRUE,TRUE,NA,"dCFvHiqAWLMZu_z2eK8xHg","Restaurants","Las Vegas",36.2187749,-115.281564,"Original Pancake House","Summerlin,Northwest",FALSE,9,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11592","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,NA,"no","DISyf3MjqNqGVZE2hgmcoA","Delis,Restaurants","Las Vegas",36.218883,-115.27473,"Einstein Bros","Summerlin,Northwest",TRUE,12,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11633","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"free","gjWHlIXMPFDTXCWVrFtjTg","Fast Food,Restaurants","Las Vegas",36.3019566,-115.28124,"McDonald's","Centennial",TRUE,17,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11712","full_bar","casual",NA,NA,NA,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': True, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",2,NA,FALSE,TRUE,TRUE,TRUE,"paid","0QtGVVXoDnKJxPA0v2yckA","Breakfast & Brunch,American (New),Restaurants","Las Vegas",36.1758105371,-115.291447957,"Ceres","Westside",TRUE,19,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11718","none","casual",FALSE,"yes_free",FALSE,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","co0vxQ8ecXiBy2sGDeHi8A","Breakfast & Brunch,American (Traditional),American (New),Restaurants","Las Vegas",36.159706,-115.245078,"Jamms Restaurant","Westside",TRUE,298,4,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11816","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,NA,"no","unxjJu6JOxVKwGTVdtaXMQ","Breakfast & Brunch,Restaurants","Las Vegas",36.2713720671,-115.262992989,"International House of Pancakes","Centennial",TRUE,26,3,"NV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11839","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","NERLJXacJ3b6peiZ8ceeqA","American (New),Diners,Restaurants","Middleton",43.095374,-89.5106,"Hubbard Avenue Diner","",TRUE,107,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11843","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,FALSE,FALSE,TRUE,NA,NA,"FL23wk71EZ_piNiMlrtaKg","Breakfast & Brunch,Restaurants","Monona",43.0452285,-89.3261385,"Original Pancake House","",TRUE,13,3.5,"WI",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11851","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",FALSE,TRUE,FALSE,TRUE,"{u'dj': True}","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"outdoor",TRUE,FALSE,FALSE,TRUE,"free","aRkYtXfmEKYG-eTDf_qUsw","Coffee & Tea,Food,Bars,Nightlife,American (New),Restaurants","Phoenix",33.5005719,-112.0741143,"Lux","",TRUE,747,4.5,"AZ",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"11892","none","casual",FALSE,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","aCMhR8XTu-f8GgMHYl0ipA","Breakfast & Brunch,Restaurants","Madison",43.0838817,-89.3768535,"Sophia's Bakery & Cafe","Tenney - Lapham",TRUE,127,4.5,"WI",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"11912","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","3SnqTPne49E5XSYv7BvYUw","Bakeries,Food,Breakfast & Brunch,Cafes,Restaurants","Madison",43.085461,-89.361741,"Lazy Jane's","Williamson - Marquette",TRUE,150,4,"WI",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11916","none","casual",NA,NA,NA,FALSE,"",NA,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","quiet",TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","A5ECBI0p_9mZ46Y5J3cjsg","Food,Coffee & Tea,Fast Food,Restaurants","Madison",43.0690926,-89.3921447,"Electric Earth Cafe","Capitol",TRUE,29,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11927","none","casual",NA,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","loud",FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","WuFqL5uURZwfootmgAMCyA","Breakfast & Brunch,Restaurants","Madison",43.067435,-89.4129899,"Mickies Dairy Bar","Vilas",TRUE,143,4,"WI",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"11944","full_bar","casual",NA,NA,NA,FALSE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"free","CshTEcwHhtL7uxs888cLzA","Breakfast & Brunch,Restaurants","Fitchburg",43.0114459,-89.4760306,"Pancake Cafe","",TRUE,68,3,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
