"","Alcohol","Attire","BYOB","BYOB_corkage","Corkage","Delivery","Dietary","Dogs","Drivethru","attributes_Good.For","Dancing","Groups","Happy_hour","TV","Music","Noise","Outdoor","Parking","Payments","Price","Smoking","Takeout","Reservations","Waiters","Wheelchairs","Wifi","business_id","categories","city","latitude","longitude","name","neighborhoods","open","review_count","stars","state","Accepts_CC","Romantic","Intimate","Touristy","Hipster","Divey","Classy","Trendy","Upscale","Casual"
"7212","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","xdmT9sejRDEyud8YFbEcjg","American (Traditional),Restaurants","Phoenix",33.638733,-112.100435,"Bill Johnsons Big Apple","",FALSE,56,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7222","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","loud",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"free","vfzUNcV9B3RhDyuZp0I1pQ","Pizza,Restaurants","Glendale",33.6116171606,-112.168478966,"Pullano's Pizza & Wings","",TRUE,93,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7229","beer_and_wine","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,NA,"EZ7MD_hOsBZuWEvSjXr7DA","Italian,Pizza,Restaurants","Glendale",33.6989868,-112.1420014,"Jojo's Pizza & Family Restaurant","",TRUE,39,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7270","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","Dka36Pw7ibbHV6xIimQAOg","Mexican,Restaurants","Glendale",33.6381933,-112.2040132,"Mixteca Mexican Food","",TRUE,61,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7292","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,FALSE,FALSE,FALSE,FALSE,"no","oABEe2gmsT-FiW1kGPVTOw","Seafood,Fish & Chips,Restaurants","Phoenix",33.4510841,-112.1160088,"Pete's Fish & Chips","",TRUE,19,3.5,"AZ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7326","beer_and_wine","casual",NA,NA,NA,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': True}",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","VGhMTZyqmGmM4Lrn9i6yuQ","Vegetarian,Persian/Iranian,Mediterranean,Restaurants","Phoenix",33.4802751,-112.0906922,"Persian Garden Cafe","",TRUE,48,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7328","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,TRUE,TRUE,"no","Xsl-i1otDd3GXJEkkKJCaw","Chinese,Restaurants","Phoenix",33.5005043,-112.0827581,"Diamond's Chinese Restaurant","",TRUE,53,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7334","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","PzbEhqo8uz2D-3OchHIPzQ","Mexican,Restaurants","Phoenix",33.4882838,-112.0832336,"Eribertos Mexican Food","",TRUE,38,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7338","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,FALSE,TRUE,"no","BM0-dgPJMBMmcmO9PVCJfQ","Mexican,Restaurants","Phoenix",33.5008018,-112.0824532,"Los Compadres Mexican Food","",TRUE,99,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7356","beer_and_wine","casual",FALSE,"no",NA,FALSE,"{u'dairy-free': True, u'gluten-free': True, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': True}",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","1vYaGPKQzMebBJXFCGTH2g","Chinese,Restaurants","Phoenix",33.509651,-112.075703,"The Prime Chinese Restaurant","",TRUE,64,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7362","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,TRUE,TRUE,"free","cVejKU_SrdbvzIbQ4oPV0A","Mexican,Restaurants","Phoenix",33.4874748,-112.0830342,"Mi Patio Mexican Restaurant","",TRUE,260,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7371","beer_and_wine","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","podj1OWSL3oEJsOpGj8SUw","Restaurants,Pizza,Salad,Italian","Phoenix",33.4802511,-112.0756556,"Pino's Pizza Al Centro","",TRUE,126,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7373","beer_and_wine","casual",FALSE,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","PXmR1MgOAWB066XH20HjxQ","Thai,Restaurants","Phoenix",33.5093023,-112.0888223,"Thai Rama","",TRUE,111,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7377","none","casual",NA,"yes_free",FALSE,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","mqQwChPNN4o4DhAzaGntIA","American (Traditional),Restaurants","Phoenix",33.4963684082,-112.08391571,"The Fry Bread House","",FALSE,208,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7394","full_bar","casual",FALSE,"no",FALSE,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","2HHf0hiKtZm5nzt3irlaDA","Mexican,Restaurants","Phoenix",33.5097489,-112.1045404,"Pepe's Taco Villa","",TRUE,50,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7395","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","TizJmnlHPRU9FLWwMDASVw","Seafood,Restaurants","Phoenix",33.5239474,-112.1105426,"Brad's Fish & Chips","",TRUE,11,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7411","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,NA,"NaXqRvoW2Zg2wSghf9JqaA","Chinese,Restaurants","Phoenix",33.5097112,-112.0962274,"Kwan & Wok Chinese Restaurant","",TRUE,20,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7419","full_bar","casual",NA,NA,NA,FALSE,"",NA,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","CNvPqN9pa5aJRn-Npcqgdg","Burgers,Restaurants","Phoenix",33.5252672,-112.0995348,"The Original Wineburger","",TRUE,79,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7435","none","casual",NA,NA,NA,FALSE,"",FALSE,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}",NA,NA,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","ZI38b-iM_kHrOyjI5Pgrzw","Fast Food,Mexican,Restaurants","Phoenix",33.4951572,-112.1082869,"Federico's Mexican Food","",TRUE,11,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7437","full_bar","casual",NA,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","LQGQ1w4pYrf5in6LrU0BlQ","Mexican,Restaurants","Phoenix",33.4857345,-112.0999798,"La Piñata","",TRUE,91,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7440","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': True, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,NA,"s5roBvbA79SQaO4FHkJgGw","Food,Desserts,Pizza,Sandwiches,Restaurants","Phoenix",33.4956034,-112.0999297,"My Mother's Restaurant","",TRUE,69,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7469","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","loud",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","p1sX2UVxEjPzd92LtP3c4g","Italian,Pizza,Salad,Restaurants","Phoenix",33.4950335,-112.1262987,"Angie & Jimmie's Italian Pizza","",TRUE,48,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7473","full_bar","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"free","1AMncE6Lxdr6J9PeqZi4nA","Steakhouses,Barbeque,Restaurants","Phoenix",33.4506964,-112.0000523,"Bill Johnson's Big Apple Restaurants","",TRUE,70,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7478","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': True}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"pfTvVee_dAieMqoeomVtTg","Burgers,Restaurants","Phoenix",33.480085,-112.13332,"Tonys Original Burger Factory","",FALSE,9,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7511","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,NA,"3ed5LXW0Tqdhxdl8V6NPvw","Pizza,Restaurants","Phoenix",33.523617,-112.150302,"Streets of New York","",FALSE,4,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7512","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"u1szzmBt9M5s86s446watA","Korean,Sushi Bars,Restaurants","Phoenix",33.5237411,-112.1496458,"Table Top Grill And Sushi","",FALSE,10,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7533","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"_-TRcD1fi3Eq6U0tEb6Qnw","Steakhouses,Restaurants","Phoenix",33.576971,-112.1159816,"Lone Star Steakhouse & Saloon","",FALSE,6,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7551","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","2to5b5taseO9zZ9tnQqhlw","Greek,Mediterranean,Restaurants","Phoenix",33.553457,-112.098337,"Gyro's House","",TRUE,32,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7552","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,TRUE,TRUE,TRUE,"no","ZShuQrMfLOmnUQbLP3dwpw","Mexican,Restaurants","Phoenix",33.5531191,-112.1090962,"Los Compadres","",TRUE,28,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7560","full_bar","casual",NA,NA,NA,FALSE,"",TRUE,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","TgxDGx7L_JICWbuBUCGVqw","Mexican,Tex-Mex,Restaurants","Phoenix",33.5764031,-112.1162617,"Fajitas A Sizzlin Celebration","",TRUE,123,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7565","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"no","kJ2aJFIJIK_Hnr8aj043kw","Steakhouses,Restaurants","Phoenix",33.575317,-112.116193,"Outback Steakhouse","",TRUE,38,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7566","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","Bui7TEFaPwuZtW5QQg2oFQ","Sushi Bars,Restaurants","Phoenix",33.5657923,-112.0991561,"Sushi Q","",TRUE,34,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7569","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","a4wVLeSHNSHyGGbanNuCUg","Chinese,Restaurants","Phoenix",33.555296,-112.09925,"Chen Wok Express","",TRUE,20,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7579","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"free","oiLe3lqMFaZtsSpRuIUChw","Mexican,Restaurants","Phoenix",33.5521877,-112.0991214,"Las Glorias Grill","",TRUE,78,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7619","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"pa_Ft6pLLWo-w_iopBsu0g","Fast Food,Chinese,Restaurants","Phoenix",33.6123561,-112.0995217,"Golden Panda","",TRUE,6,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7623","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,FALSE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"no","6dBsmlgIZhpYG4OL6J5mWA","Pizza,Restaurants","Phoenix",33.6403155,-112.0966147,"Amelios Pizza and Wings","",TRUE,13,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7624","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","scr5gHaPC_36GtaCxmJEHA","Food,Mexican,Restaurants","Phoenix",33.6400224,-112.1113493,"Caramba Fresh Mexican Food","",TRUE,53,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7628","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"0_3hrGrrP-J5eeHRwQfZ6w","Mexican,Restaurants","Phoenix",33.6107116,-112.1006458,"Macayo's Mexican Kitchen","",TRUE,41,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7643","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","3fNGtIfuHwt0-DD9SSjO6Q","Buffets,Chinese,Restaurants","Phoenix",33.6419531,-112.099716,"China Garden Restaurant","",TRUE,18,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"7662","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"no","3yMneVFhBePIBtCGdboc7Q","Italian,Pizza,Chicken Wings,Restaurants","Phoenix",33.656005,-112.09836,"Sardella's Pizza & Wings","",TRUE,45,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"7671","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,NA,"fmpEjlZhFlMHaGmsKJlUTg","Seafood,American (Traditional),Restaurants","Phoenix",33.6754519,-112.0999054,"The Other Q Bar and Grill","",TRUE,31,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"7675","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,TRUE,NA,"FG7Js2aMD6NtMMRI0C8Arw","Mexican,Restaurants","Phoenix",33.666702,-112.123307,"Rubio's Fresh Mexican Grill","",FALSE,16,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7679","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,FALSE,"no","hnOGdF42m6Cwuuh5iuaXbA","Restaurants,Italian","Phoenix",33.667653,-112.122297,"Romano's Macaroni Grill","",TRUE,51,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
